NAME,ADDR,LBRRY_LA,LBRRY_LO,TEL
서울특별시교육청강남도서관,서울특별시 강남구 선릉로116길 45,37.5137356,127.046991,02-3448-4741
부천시립상동도서관,경기도 부천시 상이로 12,37.4900669,126.7446997,032-625-4705
부천시립원미도서관,경기도 부천시 소사로 456,37.4990095,126.798221,032-625-4723
부천시립심곡도서관,경기도 부천시 성무로 24,37.4803981,126.783837,032-625-4588
부천시립북부도서관,경기도 부천시 삼작로301번길 5,37.5205458,126.794658,032-625-4605
부천시립꿈빛도서관,경기도 부천시 신흥로275번길 19,37.50817,126.773731,032-625-4622
부천시립책마루도서관,경기도 부천시 심중로 121,37.4939282,126.770049,032-625-4645
부천시립한울빛도서관,경기도 부천시 소사로 107,37.4679263,126.796549,032-625-4670
부천시립꿈여울도서관,경기도 부천시 까치로 103,37.5155641,126.805529,032-625-4688
상동역칙칙폭폭도서관,경기도 부천시 길주로 104,37.5058136,126.753162,032-625-4786
숲속작은도서관,경기도 부천시 소향로 162,37.4997953,126.765349,032-625-4555
도란도란작은도서관,경기도 부천시 고리울로 79,37.52704,126.82495,032-679-9702
복사꽃필무렵작은도서관,"경기도 부천시 성주로249번길 19, 2층",37.480664,126.780105,032-665-6053
꿈꾸는새싹작은도서관,경기도 부천시 성오로149번길 18,37.52592,126.79781,032-676-3012
아름드리작은도서관,경기도 부천시 삼작로 52,37.51968,126.76656,032-323-3160
약대신나는가족도서관,경기도 부천시 수도로 44,37.51333,126.77127,032-682-5800
햇살이가득한작은도서관,"경기도 부천시 부천로90번길 51, 원미별마루 2층",37.487325,126.787116,032-652-3172
행복한작은도서관,경기도 부천시 상오정로 10,37.5240083,126.785087,032-679-2907
사랑나무가족도서관,"경기도 부천시 계남로 336, 2층(부천시근로자종합복지관)",37.50069,126.78288,032-661-3034
소새울가족작은도서관,경기도 부천시 소사로170번길 84,37.473298,126.800179,032-348-7077
민들레홀씨작은도서관,경기도 부천시 상동로117번길 48,37.50819,126.75087,032-322-9702
시온고등학교 열린작은도서관,경기도 부천시 은성로 172-20,37.4715246,126.805999,032-340-0194
글마루작은도서관,경기도 부천시 경인옛로38번길 41,37.4789141,126.796399,032-346-3451
무지개작은도서관,"경기도 부천시 부일로 563, 2층",37.4846299,126.792729,032-342-0108
진말책향기작은도서관,경기도 부천시 장말로351번길 9,37.4909759,126.780646,032-661-8366
부천시립송내도서관,경기도 부천시 경인로92번길 33,37.4849885,126.771038,032-625-4515
강남구립도곡정보문화도서관,서울특별시 강남구 도곡로18길 57,37.4882371,127.0392707,1644-3227
강남구립논현도서관,서울특별시 강남구 학동로43길 17,37.5173333,127.0372,02-3443-7650
대치1동작은도서관,서울특별시 강남구 남부순환로391길 19,37.4932557,127.056776,02-3452-1170
강남구립대치도서관,"서울특별시 강남구 삼성로 212, 은마아파트 복지상가 2층 215호",37.4953832,127.063706,02-565-6666
강남구립행복한도서관,"서울특별시 강남구 영동대로65길 24, 대치2문화센터 3층",37.5022554,127.06415,02-567-3833
도곡2동작은도서관,서울특별시 강남구 남부순환로378길 34-9,37.483649,127.046369,02-3423-7584
세곡도서관,서울특별시 강남구 밤고개로 286,37.469047,127.106916,02-445-0297
개포4동작은도서관,서울특별시 강남구 개포로24길 33,37.4787976,127.051507,02-3423-7884
일원본동작은도서관,서울특별시 강남구 광평로 126,37.4833525,127.086445,02-3423-8284
강남구립청담도서관,서울특별시 강남구 압구정로79길 26,37.5250583,127.0493,02-540-7042
논현문화마루도서관(분관),서울특별시 강남구 학동로 169,37.517466,127.040487,02-511-7466
강남구립즐거운도서관,"서울특별시 강남구 도곡로77길 23, 4층",37.4997257,127.057818,02-565-7533
강남구립정다운도서관,서울특별시 강남구 학동로67길 11,37.5190642,127.046371,02-512-9326
미추홀도서관,인천광역시 남동구 인주대로776번길 53,37.4469986,126.7248424,032-462-3900
강남구립역삼도서관,서울특별시 강남구 역삼로7길 16,37.4952602,127.033191,02-508-1139
강남구립열린도서관,"서울특별시 강남구 일원로 115, 삼성생명빌딩 B동 203호",37.483932,127.084402,02-3412-3970
강남구립역삼푸른솔도서관,서울특별시 강남구 테헤란로8길 36,37.4964736,127.031856,02-2051-1178
삼성도서관,서울특별시 강남구 봉은사로 616,37.514345,127.062646,02-568-9984
역삼2동작은도서관,"서울특별시 강남구 언주로 314, 2층",37.4958791,127.046416,02-567-0930
신사동작은도서관,서울특별시 강남구 압구정로 128,37.5240101,127.022781,02-3423-7334
압구정동문고,서울특별시 강남구 압구정로33길 48,37.530642,127.030713,02-3423-7634
일원2동문고,서울특별시 강남구 개포로 607,37.4922791,127.074474,02-3423-8456
수서동작은도서관,서울특별시 강남구 광평로 301-4,37.4888635,127.104844,02-3423-8584
일원1동작은도서관,서울특별시 강남구 양재대로55길 14,37.491839,127.087962,02-3423-8384
안성시 중앙도서관,경기도 안성시 안성맞춤대로 1150,37.0152864,127.2686,031-676-7941
안성시 보개도서관,경기도 안성시 보개면 종합운동장로 205,37.0150259,127.322491,031-678-5330
안성시 일죽도서관,"경기도 안성시 일죽면 금일로 433, 4층",37.0942077,127.475151,031-678-3230
안성송정작은도서관,"경기도 안성시 공도읍 양기길 46, 송정아파트 관리사무소 2층",37.00451,127.20054,031-618-0064
안성부영작은도서관,"경기도 안성시 공도읍 만수로 31, 부영아파트 관리사무소 2층",37.0081396,127.183659,031-618-0089
안성죽산작은도서관,경기도 안성시 죽산면 중부길 41,37.0770255,127.423944,031-677-7941
안성풍림작은도서관,"경기도 안성시 공도읍 서동대로 4081, 주은풍림아파트 상가동",36.9989,127.159,031-618-0062
안성태산작은도서관,"경기도 안성시 공도읍 벚꽃길 36, 태산아파트 관리사무소 3층",37.0009401,127.153541,031-618-0084
안성삼죽작은도서관,경기도 안성시 삼죽면 삼죽로 112,37.0725486,127.374635,031-671-7940
안성시 공도도서관,경기도 안성시 공도읍 공도5로 26,37.0033824,127.172642,031-678-3210
안성시 진사도서관,경기도 안성시 공도읍 진사2길 70,36.9941373,127.144458,031-678-4090
천안시중앙도서관,충청남도 천안시 동남구 중앙로 118,36.8091134,127.1534079,041-521-3721
천안시아우내도서관,충청남도 천안시 동남구 병천면 병천2로 57,36.7669174,127.303245,041-521-3723
천안시성거도서관,충청남도 천안시 서북구 성거읍 천흥3길 3,36.8714745,127.200706,041-521-3734
천안시두정도서관,충청남도 천안시 서북구 부성3길 9,36.8344397,127.134763,041-521-3733
천안시도솔도서관,충청남도 천안시 서북구 번영로 156,36.815021,127.114115,041-521-3735
천안시신방도서관,충청남도 천안시 동남구 통정4로 7,36.7744613,127.130942,041-521-3724
천안시쌍용도서관,충청남도 천안시 서북구 월봉4로 153,36.8004226,127.114543,041-521-3731
군포시중앙도서관,경기도 군포시 수리산로 79,37.3551341,126.9157442,031-390-8866
느티나무도서관,경기도 용인시 수지구 수풍로116번길 22,37.3340177,127.096092,031-262-3494
수원시립선경도서관,경기도 수원시 팔달구 신풍로23번길 68,37.2839131,127.010475,031-228-4728
수원시립중앙도서관,경기도 수원시 팔달구 팔달산로 318,37.2735905,127.012107,031-228-4788
수원시립영통도서관,경기도 수원시 영통구 청명로 151,37.2571838,127.072096,"031-228-4758, 4755, 4756"
수원시립서수원지식정보도서관,경기도 수원시 권선구 탑동로57번길 35,37.2732139,126.97201,031-228-4747
수원시립북수원지식정보도서관,경기도 수원시 장안구 만석로 65,37.2976867,126.9883,031-228-4779
수원시립태장마루도서관,경기도 수원시 영통구 태장로 46,37.2388399,127.051017,031-228-4828
수원시립희망샘도서관,경기도 수원시 매송고색로 620,37.2477413,126.9728911,031-291-6942
수원시립반달어린이도서관,경기도 수원시 영통구 반달로 45,37.2505935,127.0773347,031-201-8349
수원시립한아름도서관,경기도 수원시 팔달구 권광로 293,37.2741231,127.0348936,031-218-0322
수원시립대추골도서관,경기도 수원시 장안구 수일로 164,37.3066694,127.008064,031-228-4543
수원시립한림도서관,경기도 수원시 권선구 동수원로25번길 32-110,37.2375562,127.024833,031-228-4855
수원시립창룡도서관,경기도 수원시 팔달구 월드컵로 381번길 36,37.2908387,127.027625,031-228-4881
수원시립버드내도서관,경기도 수원시 권선구 세권로 94번길 29,37.2569221,127.01497,031-228-4866
수원시립광교홍재도서관,경기도 수원시 영통구 대학로 88,37.3030711,127.047418,031-228-4639
수원시립호매실도서관,경기도 수원시 권선구 칠보로 169,37.2663884,126.957947,031-228-4660
수원시립일월도서관,경기도 수원시 장안구 일월천로77,37.2868358,126.9780895,031-228-4890
창원중앙도서관,경상남도 창원시 의창구 용호로 50,35.2334598,128.679058,
마산회원도서관,경상남도 창원시 마산회원구 3&middot;15대로 558,35.224668,128.57355,
마산합포도서관,경상남도 창원시 마산합포구 월영동16길 22,35.1830846,128.562812,
진해도서관,경상남도 창원시 진해구 충장로 141,35.152403,128.667443,
성산도서관,경상남도 창원시 성산구 외리로 47,35.2020144,128.707115,
고양시립마두도서관,경기도 고양시 일산동구 일산로 355,37.6664887,126.782103,031-8075-9067
고양시립행신도서관,경기도 고양시 덕양구 행당로33번길 25-6,37.6207524,126.828326,031-8075-9240
고양시립원당도서관,-,37.6562321,126.838837,-
고양시립백석도서관,경기도 고양시 일산동구 일산로 118,37.6472487,126.793775,031-8075-9090
고양시립화정도서관,경기도 고양시 덕양구 은빛로77번길 8,37.637831,126.837192,031-8075-9215
삽교공공도서관,충청남도 예산군 삽교읍 두리별리길 34,36.6921266,126.7432121,041-339-8225
고양시립아람누리도서관,경기도 고양시 일산동구 중앙로 1286,37.6615541,126.7745,031-8075-9038
고양시립주엽어린이도서관,경기도 고양시 일산서구 주엽로 104,37.6684857,126.756534,031-8075-9168
고양시립행신어린이도서관,경기도 고양시 덕양구 소원로181번길 42,37.6147771,126.843475,031-8075-9278
고양시립화정어린이도서관,경기도 고양시 덕양구 화신로 323,37.6328887,126.826242,031-8075-9299
고양시립대화도서관,경기도 고양시 일산서구 일산로 689,37.6809678,126.753923,031-8075-9130
고양시립한뫼도서관,경기도 고양시 일산서구 탄중로 284,37.6935842,126.776286,031-8075-9115
고양시립풍동도서관,경기도 고양시 일산동구 숲속마을로 108,37.6705562,126.795196,031-8075-9148
고양시립식사도서관,경기도 고양시 일산동구 위시티2로 43-6,37.6760845,126.815918,031-8075-9190
